SMILES,cox2,estrogen,gelatinase,neuramidase,kinase,thrombin,none
CCC(C1=CC2=CC=C(OC)C=C2C=C1)C(C)(C)C(O)=O,0,1,0,0,0,0,0
CCC(C1=CC2=C(O1)C=CC=C2)C(C)(C)C(O)=O,0,1,0,0,0,0,0
CC[NH](CC)CCOC1=CC=C(C=C1)C(=C(Cl)C2=CC=CC=C2)C3=CC=CC=C3,0,1,0,0,0,0,0
O=C1C(CCCCC1CC2=CC=CC=C2)CC3=CC=CC=C3,0,1,0,0,0,0,0
OC1=CC(=C(C=C1)C2=CC3=C(C=C(O)C(=C3)Cl)[N]2CCl)Cl,0,1,0,0,0,0,0
OC1=CC=C(C=C1)C2=C(OC3=CC=C(OCC[NH]4CCCCC4)C=C3)C5=C(S2)C=C(O)C=C5,0,1,0,0,0,0,0
OC1=CC2=CC=C3C4=CC(=CC=C4OC(C5=CC=C(OCC[NH]6CCCCC6)C=C5)C3=C2C=C1)O,0,1,0,0,0,0,0
OC1=CC2=C(C=C1)C3=C(S2)C4=CC(=CC=C4OC3C5=CC=C(OCC[NH]6CCCCC6)C=C5)O,0,1,0,0,0,0,0
CC12CC(CCl)C3C(CCC4=C3C=CC(=C4)O)C1CCC2O,0,1,0,0,0,0,0
COC1=CC=C(C=C1)[S](=O)(=O)N(CC2=CN=CC=C2)C(C(C)C)C(=O)NO,0,0,1,0,0,0,0
CC1(C)SCCN(C1C(=O)NO)[S](=O)(=O)C2=CC=C(OC3=CC=NC=C3)C=C2,0,0,1,0,0,0,0
CC(C)(C)C(NC(=O)C(CC1CCCC1)C([NH3+])C(=O)NO)C(=O)NC2=CC3=C(OCO3)C=C2,0,0,1,0,0,0,0
CNC(=O)C(CC1=CC=C(OC)C=C1)N[S](=O)(=O)C(CC(C)C)CC(=O)NO,0,0,1,0,0,0,0
OCC(CC1=NC=C[NH]1)NC(=O)C(CCCC2=CC=C(C=C2)C3=CC=CC=C3)CC(=O)NO,0,0,1,0,0,0,0
CNC(=O)C(CC1=CC=CC=C1)N2CCC(CC3CCCC3)(CC(=O)NO)C2=O,0,0,1,0,0,0,0
CC(C)CC1(CCN(CCC2=CC=CC=C2)C1=O)C(CCN3C(=O)C4=C(C=C(F)C=C4)C3=O)C(=O)NO,0,0,1,0,0,0,0
ONC(=O)C1CC2=C(CN1[S](=O)(=O)C3=CC=C(C=C3)C4=CC=C(Cl)C=C4)C=CC=C2,0,0,1,0,0,0,0
CC(N[S](=O)(=O)C1=CC=C(C=CC2=CC=C(C)C=C2)C=C1)C(=O)NO,0,0,1,0,0,0,0
COC1=CC=C(C=C1)N2CCN(CC2)C3=CC=C(C=C3)[S](=O)(=O)NC(CC4=CC=CC=C4)C([O-])=O,0,0,1,0,0,0,0
ONC(=O)C1(CCOCC1)C[S](=O)(=O)C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2,0,0,1,0,0,0,0
ON=C(CCC([O-])=O)C1=CC2=C(C=C1)C3=CC=CC=C3O2,0,0,1,0,0,0,0
[O-]C(=O)C(CCN1C(=O)C2=C(C=CC=C2)C1=O)CC(=O)C3=CC=C(C=C3)C4=CC=C(Cl)C=C4,0,0,1,0,0,0,0
[O-]C(=O)C(CCC(=O)C1=CC=CC=C1)CC(=O)C2=CC=C(C=C2)C3=CC=C(Cl)C=C3,0,0,1,0,0,0,0
[O-]C(=O)C1CCC(CN2N=NC3=C(C=CC=C3)C2=O)C1C(=O)C4=CC=C(C=C4)C5=CC=C(Cl)C=C5,0,0,1,0,0,0,0
CCCCC(CC(CCC1=CC=C(C=C1)C2=CC=C(F)C=C2)C(=O)NC(C(=O)NC)C(C)(C)C)C([O-])=O,0,0,1,0,0,0,0
[NH3+]C(CC[NH2+]C(CC[NH+]1CCC1C([O-])=O)C([O-])=O)C([O-])=O,0,0,1,0,0,0,0
[O-]C(=O)CCC1=CC(COC1=O)=CC=CC=C,0,0,1,0,0,0,0
CNC(=O)C(NC(=O)C(CC(C)C)C(O)C(=O)NO)C(C)(C)C,0,0,1,0,0,0,0
CN1C(=O)N(CC(C(CC2CCCC2)C(=O)N3CCCCC3)C(=O)NO)C(=O)C1(C)C,0,0,1,0,0,0,0
CC(C[S](=O)(=O)C1=CC=C(C=C1)C2=CC3=C(O2)C=CC=C3)C(=O)NO,0,0,1,0,0,0,0
CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(C)C)C(CSC2=CC=CS2)C(=O)NO,0,0,1,0,0,0,0
OCC#CC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CC(CCN3C(=O)C4=C(C=CC=C4)C3=O)C([O-])=O,0,0,1,0,0,0,0
CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(C)C)C(CSC2=CC=CS2)C(=O)NO,0,0,1,0,0,0,0
CNC(=O)C(NC(=O)C(CC(C)C)C(=O)C(=O)NO)C(C)(C)C,0,0,1,0,0,0,0
[O-]C(=O)C(CSCC1=CC=CC=C1)N[S](=O)(=O)C2=CC=C(C=C2)C3=CC=C(Cl)C=C3,0,0,1,0,0,0,0
[O-]C(=O)C(CSC1=CC=CC=C1)CC(=O)C2=CC=C(C=C2)C3=CC=C(Cl)C=C3,0,0,1,0,0,0,0
CC(C)CC(NC(=O)C1CCC[NH2+]1)C(=O)NCC(=O)NO,0,0,1,0,0,0,0
[O-]C(=O)C(CC1=C[NH]C2=C1C=CC=C2)NC(=O)OC3=CC=CC=C3,0,0,1,0,0,0,0
CC1C2C(O)C3C(N(C)C)C(=C(C(N)=O)C(=O)C3C(=C2C(=O)C4=C1C=CC=C4O)O)O,0,0,1,0,0,0,0
COC1=CC=C(C=C1)[S](=O)(=O)N(CC(=O)NO)CC2=CC=CC=C2,0,0,1,0,0,0,0
CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(C)C)NC(CCN2C(=O)C3=C(C=C(C=C3)C4=CC=CC=C4)C2=O)C([O-])=O,0,0,1,0,0,0,0
CC(C)C(NC(=O)CNC(=O)C(CS)NC(=O)C(CC[NH+]=C(N)N)NC(C)=O)C(=O)N1CCCC1C([O-])=O,0,0,1,0,0,0,0
CNC(=O)C(CC1=CC=C(OC)C=C1)NC(=O)C(CC(C)C)C(S)CC(=O)OCC2=CC=CC=C2,0,0,1,0,0,0,0
CC1(C)SCCN(C1C(=O)NO)[S](=O)(=O)C2=CC=C(OC3=CC=NC=C3)C=C2,0,0,1,0,0,0,0
[O-]C(=O)CN[S](=O)(=O)C1=CC=C(C=C1)N2CCC(CC2)C3=CC=CC=C3,0,0,1,0,0,0,0
COCCN1CCCCC(NC(=O)C(C=C(C)C)C(CCCO)C(=O)NO)C1=O,0,0,1,0,0,0,0
COC1=CC=C(C=C1)[S](=O)(=O)N2CC(C)(C)CN(C2C(=O)NO)[S](=O)(=O)C3=CC=C(OC)C=C3,0,0,1,0,0,0,0
[O-]C(=O)C(CC1=C[NH]C2=C1C=CC=C2)N[S](=O)(=O)C3=CC=C(C=C3)N4CCC(CC4)C5=CC=CC=C5,0,0,1,0,0,0,0
[O-]C(=O)C(CC1=C[NH]C2=C1C=CC=C2)N[S](=O)(=O)C3=CC=C(C=C3)N4CCC(CC4)C5=CC=CC=C5,0,0,1,0,0,0,0
CC(C)CC(NC(=O)C(CCC1=CC=C(C=C1)C2=CC=C(F)C=C2)CC(CCCCN3CC4=C(C=CC=C4)C3=O)C([O-])=O)C(=O)NC5=CC=CC=C5,0,0,1,0,0,0,0
CC([NH2+]C(CCC1=CC=CC=C1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC2=CC=CC=C2)C([O-])=O,0,0,1,0,0,0,0
O=C(NC(CC(=O)[NH+]=C1SC(=S)N=N1)C2=CC=CC=C2)OCC3=CC=CC=C3,0,0,1,0,0,0,0
CC(=O)NC1C(C=C(OC1C(=O)C(O)CO)C([O-])=O)[NH+]=C(N)N,0,0,0,1,0,0,0
CCC(CC)C(=O)NC1=C(NC(C)=O)C=CC(=C1)C([O-])=O,0,0,0,1,0,0,0
NC(N)[NH+]=C1C=C(C=CC1N2C(=O)CCC2(CO)CO)C([O-])=O,0,0,0,1,0,0,0
CCC(CC)NC1=C(C=CC(=C1)C([O-])=O)N2C(=O)CCC2(CO)CO,0,0,0,1,0,0,0
CCCN(CCC1=CC=CC=C1)C(=O)C2OC(=CC([NH3+])C2NC(C)=O)C([O-])=O,0,0,0,1,0,0,0
CC(=O)NC1C=CC(=CC1=[NH+]C(N)N)C([O-])=O,0,0,0,1,0,0,0
CC(=O)NC1=C(NC(=O)CO)C=C(C=C1)C([O-])=O,0,0,0,1,0,0,0
CC(=O)NC1=C(NC(=O)C[NH3+])C=C(C=C1)C([O-])=O,0,0,0,1,0,0,0
CC(=O)NC1C(O)CC(OC1C(O)C(O)CO)[P](O)(O)=O,0,0,0,1,0,0,0
CC(=O)NC1=C(C=C(C=C1O)C([O-])=O)[N](=O)=O,0,0,0,1,0,0,0
CC(=O)NC1=C(O)C=C(C=C1N)C([O-])=O,0,0,0,1,0,0,0
CC(=O)NC1=C(N)C=C(C=C1)C([O-])=O,0,0,0,1,0,0,0
CC(=O)NC1C(OC(=CC1[NH+]=C(N)N)C([O-])=O)C(O)C(O)CO,0,0,0,1,0,0,0
CC(=O)NC1C(O)C=C(OC1C(O)C(O)CO)C([O-])=O,0,0,0,1,0,0,0
CC(=O)NC1C(O)CC(O)(OC1C(O)C(O)CO)C([O-])=O,0,0,0,1,0,0,0
CCCN(C)C(=O)C1OC(=CC([NH+]=C(N)N)C1NC(C)=O)C([O-])=O,0,0,0,1,0,0,0
CCN(CC)C(=O)C1OC(=CC([NH3+])C1NC(C)=O)C([O-])=O,0,0,0,1,0,0,0
CC[S](=O)C1=CC=C(C=C1)C2=NC(=C([NH]2)C3=CC=NC=C3)C4=CC=C(F)C=C4,0,0,0,0,1,0,0
CCC(CC)(CC)C1=NC(=C([NH]1)C2=CC=NC=C2)C3=CC=CC=C3,0,0,0,0,1,0,0
COC1=CC=C(C=C1)C2=C([NH]C(=N2)C3=CC=C(Cl)C=C3)C4=CC=NC=C4,0,0,0,0,1,0,0
FC1=CC=C(C=C1)C2=C([N]3CC[S](=O)C3=N2)C4=CC=NC=C4,0,0,0,0,1,0,0
FC1=CC=C(C=C1)C2=C([NH]C(=N2)C3=CC=CC=C3)C4=CC=NC=C4,0,0,0,0,1,0,0
[NH3]CC1=CC=C(C=C1)C2=NC(=C([NH]2)C3=CC=NC=C3)C4=CC=CC=C4,0,0,0,0,1,0,0
C(C[NH]1CCOCC1)CC2=CC=C(C=C2)C3=NC(=C([NH]3)C4=CC=NC=C4)C5=CC=CC=C5,0,0,0,0,1,0,0
CCC(CC)NC1=NC(=CC=N1)C2=C(N=C[N]2C3CC[NH](C)CC3)C4=CC=C(F)C=C4,0,0,0,0,1,0,0
CNC1=NC(=CC=N1)C2=C(N=C[N]2C3CCC4(CC3)OCCO4)C5=CC=C(F)C=C5,0,0,0,0,1,0,0
FC1=CC=C(C=C1)C2=C([N](CCC[NH]3CCOCC3)C=N2)C4=C5C=CC=CC5=NC=C4,0,0,0,0,1,0,0
FC1=CC=C(C=C1)C2=C([N](CCC[NH]3CCOCC3)C=N2)C4=C5C=CC=CC5=NC=C4,0,0,0,0,1,0,0
C[NH]1CCC(CC1)[N]2C=NC(=C2C3=NC(=NC=C3)NCC4=CC=CC=C4)C5=CC=C(F)C=C5,0,0,0,0,1,0,0
CCC(CC)(CC)OC(=O)N1CCC(CC1)C2=NC(=C([NH]2)C3=NC=NC=C3)C4=CC=C(F)C=C4,0,0,0,0,1,0,0
CCC1=NC(=C(O1)C2=CC(=CC=C2)OC)C3=CC=NC=C3,0,0,0,0,1,0,0
FC1=CC=C(C=C1)C2=C(OC(=N2)C3=CC=CC=C3)C4=CC=NC=C4,0,0,0,0,1,0,0
CC[S](=O)C1=CC=C(C=C1)[N]2C=C(C3=CC=NC=C3)C(=N2)C4=CC=C(F)C=C4,0,0,0,0,1,0,0
CCC(CC)(CC)C1[NH2]C(C2=CC=C(F)C=C2)C(=C1)C3=CC=NC=C3,0,0,0,0,1,0,0
CC[NH]1CCC(CC1)C2[NH2]C(C3=CC=C(F)C=C3)C(=C2)C4=CC=NC=C4,0,0,0,0,1,0,0
COC1CCC(CC1)C2[NH2]C(C3=CC=C(F)C=C3)C(=C2)C4=CC=NC=C4,0,0,0,0,1,0,0
CC[S](=C)C1=CC=C(C=C1)C2=NC(=C([NH]2)C3=CC=NC=C3)C4=CC=C(F)C=C4,0,0,0,0,1,0,0
NC1=NC2=C(C=C1)C(=C([NH]2)C3=CC=C(F)C=C3)C4=CC=NC=C4,0,0,0,0,1,0,0
CCC1=CC=C(C=C1)C2=CC(=N[N]2C3=CC=C(C=C3)C(N)=O)C(F)(F)F,0,0,0,0,1,0,0
CCN1NC(C2=CC=NC=C2)C(=C1)C3=CC=C(F)C=C3,0,0,0,0,1,0,0
FC1=CC=C(C=C1)C2=C([NH]N=C2)C3=CC(=NC=C3)NC4CC[NH](CC4)CC5=CC=CC=C5,0,0,0,0,1,0,0
CC(NC1=NC(=CC=N1)C2=C(N=C(C3CC[NH2]CC3)[N]2C)C4=CC(=CC=C4)C(F)(F)F)C5=CC=CC=C5,0,0,0,0,1,0,0
CC1(C)C2CCC1(C(=O)C2)[S](=O)(=O)N3CCCC3C(=O)NCCCC[NH+]=C(N)N,0,0,0,0,0,1,0
NC(N)=[NH+]CCCCNC(=O)C1CCCN1C(=O)C([NH3+])CC2=CC=CC=C2,0,0,0,0,0,1,0
[NH3+]CC1=CC=C(CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=CC=C3)C=C1,0,0,0,0,0,1,0
[NH3+]CC1CCC(CC1)CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=CC=C3,0,0,0,0,0,1,0
NC1=CC=C(CCNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=CC=C3)C=C1,0,0,0,0,0,1,0
[NH3+]CC1CCCC(CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=CC=C3)C1,0,0,0,0,0,1,0
[NH3+]C(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NCCC3=C[NH]C4=C3C=CC=C4,0,0,0,0,0,1,0
NC1=CC=C(CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=CC=C3)C=C1,0,0,0,0,0,1,0
[NH3+]CC1=CC(=CC=C1)CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=CC=C3,0,0,0,0,0,1,0
[NH3+]CCCCCNC(=O)C1CCCN1C(=O)C([NH3+])CC2=CC=CC=C2,0,0,0,0,0,1,0
NC1=CC(=CC=C1)CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=CC=C3,0,0,0,0,0,1,0
NC1=CN=C(NCCNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=CC=C3)C=C1,0,0,0,0,0,1,0
NC(=S)NC1=CC=C(CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=CC=C3)C=C1,0,0,0,0,0,1,0
NC1=NC=C(CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=CC=C3)C=C1,0,0,0,0,0,1,0
NC(N)=[NH+]CCCCNC(=O)C1CCCN1C(=O)C([NH3+])CC2=CC3=CC=CC=C3C=C2,0,0,0,0,0,1,0
[NH3+]CC1=CC=C(CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC4=CC=CC=C4C=C3)C=C1,0,0,0,0,0,1,0
[NH3+]CC1CCC(CC1)CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC4=CC=CC=C4C=C3,0,0,0,0,0,1,0
NC1=CC=C(CCNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC4=CC=CC=C4C=C3)C=C1,0,0,0,0,0,1,0
NC(N)=[NH+]CCCCNC(=O)C1CCCN1C(=O)C([NH3+])CC2=CC=C(Br)C=C2,0,0,0,0,0,1,0
[NH3+]CC1=CC=C(CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=C(Br)C=C3)C=C1,0,0,0,0,0,1,0
[NH3+]CC1CCC(CC1)CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=C(Br)C=C3,0,0,0,0,0,1,0
NC1=CC=C(CCNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC=C(Br)C=C3)C=C1,0,0,0,0,0,1,0
NC(N)=[NH+]CCCCNC(=O)C1CCCN1C(=O)C([NH3+])CC2=CC(=CC=C2)O,0,0,0,0,0,1,0
[NH3+]CC1=CC=C(CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC(=CC=C3)O)C=C1,0,0,0,0,0,1,0
[NH3+]CC1CCC(CC1)CNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC(=CC=C3)O,0,0,0,0,0,1,0
NC1=CC=C(CCNC(=O)C2CCCN2C(=O)C([NH3+])CC3=CC(=CC=C3)O)C=C1,0,0,0,0,0,1,0
NC(N)=[NH+]CCCCNC(=O)C1CCCN1C(=O)C([NH3+])CC(=O)C2=CC(=CC=C2)N,0,0,0,0,0,1,0
NC(N)=[NH+]CCCCNC(=O)C1CCCN1C(=O)C([NH3+])CC2=CC=C(N)C=C2,0,0,0,0,0,1,0
NC(N)=[NH+]CCCCNC(=O)C1CCCN1C(=O)C([NH3+])CC2=C[NH]C3=C2C=CC=C3,0,0,0,0,0,1,0
NC(N)=[NH+]CCCCNC(=O)C1CCCN1C(=O)C(O)CC2=CC=CC=C2,0,0,0,0,0,1,0
NC(N)=[NH+]CCCCNC(=O)C1CCCN1[S](=O)(=O)CC2=CC=CC=C2,0,0,0,0,0,1,0
CCOC1=C(Cl)C2=C(C=C(C=C2)[NH+]=C(N)N)C(=O)O1,0,0,0,0,0,1,0
CC[S](=O)(=O)NC(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NC[CH]3CC[N+](CC3)=[C](N)N,0,0,0,0,0,1,0
NC(=[NH2+])N1CCC(CC1)OCCC2CCCCN2C(=O)C(CC([O-])=O)[NH2+]C3CCCCCCC3,0,0,0,0,0,1,0
CC(=O)NC(COC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NCC3CCC([NH3+])CC3,0,0,0,0,0,1,0
NC(=[NH2+])C1=CC(=CC=C1)CC(NC(=O)CN[S](=O)(=O)C2=CC3=CC=CC=C3C=C2)C(=O)N4CCCCC4,0,0,0,0,0,1,0
NC(=[NH2+])C1=CC=C(CC(NC(=O)CN[S](=O)(=O)C2=CC3=CC=CC=C3C=C2)C(=O)N4CCCCC4)C=C1,0,0,0,0,0,1,0
CCC1CCN(C(C1)C([O-])=O)C(=O)C(CCCCC2=C(C)[NH]C=[NH+]2)N[S](=O)(=O)C3=C(NC(C)=O)C=C(C=C3)C4=CC=CC=C4,0,0,0,0,0,1,0
CC1=CCN(C(C1)C([O-])=O)C(=O)C(CC2=CC=C(C=C2)C(N)=[NH2+])N[S](=O)(=O)C3=CC4=C(CC[NH+](CC5=CC=CC=C5)C4)C=C3,0,0,0,0,0,1,0
NC(=[NH2+])N1CCCC(CNC(=O)CC(N[S](=O)(=O)C2=CC3=CC=CC=C3C=C2)C(=O)N(CC([O-])=O)C4CC4)C1,0,0,0,0,0,1,0
CC1CCN(C(C1)C([O-])=O)C(=O)C(CCC[NH+]=C(N)N)N[S](=O)(=O)C2=C3[NH2+]CC(C)CC3=CC=C2,0,0,0,0,0,1,0
NC(N)=[NH+]CCCC(NC(=O)C1CCCN1C(=O)C([NH3+])C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CCC(=O)N4CCCCC4,0,0,0,0,0,1,0
NC(=[NH2+])C1=CC=C(CNC(=O)C2CCN2C(=O)C([NH2+]CC([O-])=O)C3CCCCC3)C=C1,0,0,0,0,0,1,0
NC(=[NH2+])NCCCC(NC(=O)C1CCN2CCC([NH3+])(CC3=CC=CC=C3)C(=O)N12)C(=O)C4=NC5=C(S4)C=CC=C5,0,0,0,0,0,1,0
CC1CCN(CC1)C(=O)C(CCC[NH+]=C2NC=CC=C2)N[S](=O)(=O)C3=CC4=CC=CC=C4C=C3,0,0,0,0,0,1,0
NC(=[NH2+])C1=CC=C(CC(N2CCC(N[S](=O)(=O)C3=CC4=CC=CC=C4C=C3)C2=O)C(=O)N5CCCCC5)C=C1,0,0,0,0,0,1,0
CC1=CC(=CC(=C1)OCCNC2=CN=NC=C2)O[S](=O)(=O)C3=CN=CC=C3,0,0,0,0,0,1,0
[NH3+]C1CCC(CC1)CNC(=O)C2CCCN2C(=O)C(N[S](=O)(=O)CC3=CC=CC=C3)C(C4=CC=CC=C4)C5=CC=CC=C5,0,0,0,0,0,1,0
CC1=CN=C(NCCC2=CC=CC=C2)C(=O)N1CC(=O)NCC3=C(C)N=C(N)C=C3,0,0,0,0,0,1,0
NC(=[NH2+])C1=CC=C(NCC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1,0,0,0,0,0,1,0
OC1=CC2=C(C=C1)C(=C(S2)C3=CC=C(OCC[NH+]4CCCC4)C=C3)CC5=CN=C(OCC[NH+]6CCCC6)C=C5,0,0,0,0,0,1,0
CN(C1CCCC1)C(=O)C(CC2=CC=C(S2)C(N)=[NH2+])N[S](=O)(=O)C3=CC4=CC=CC=C4C=C3,0,0,0,0,0,1,0
CN(C1=CC(=CC=C1)OCCNC2=CC=NC=C2)[S](=O)(=O)C3=CC=CC=C3,0,0,0,0,0,1,0
NC(=[NH2+])C1=CC2=C([NH]C(=C2)CC3=CC=CC=C3)C=C1,0,0,0,0,0,1,0
CN(C1CCCC1)C(=O)C(CC2=CC=C(C[NH3+])C=C2)C[S](=O)(=O)C3=CC4=C(CCCCC4)C=C3,0,0,0,0,0,1,0
NC(=[NH2+])C1=CC=C(C=C1)C2C3C(C4CCC[NH+]24)C(=O)N(CC5=C6OCOC6=CC=C5)C3=O,0,0,0,0,0,1,0
NC(=[NH2+])NCCCC(NC(=O)CN1CCCC(N[S](=O)(=O)CC2=CC=CC=C2)C1=O)C([O-])=O,0,0,0,0,0,1,0
CC1=CC(=CC(=C1)OC[CH]2CC[N+](CC2)=[C](N)N)O[S](=O)(=O)C3=C(Cl)C=CC=C3,0,0,0,0,0,1,0
CC1=CC=C(N[S](=O)(=O)CC2=CC=CC=C2)C(=O)N1CC(=O)NCC3CCC([NH3+])CC3,0,0,0,0,0,1,0
[NH3+]C(C(C1=CC=CC=C1)C2=CC=CC=C2)C(=O)N3CCCC3C(=O)NCC4=C(Cl)C=CC(=C4)Cl,0,0,0,0,0,1,0
C[NH2+]C(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NCC3CCC([NH3+])CC3,0,0,0,0,0,1,0
NC(=[NH2+])N1CCC(CC1)C(=O)NCC2CCCN2C(=O)C(CO)N[S](=O)(=O)C3=CC4=CC=CC=C4C=C3,0,0,0,0,0,1,0
[NH3+]C1CCC(CC1)CNC(=O)C2CCCN2C(=O)C3(O)C4=C(C=CC=C4)C5=C3C=CC=C5,0,0,0,0,0,1,0
[O-]C(=O)C[NH2+]C(CC1CCCCC1)C(=O)N2CCCC2C(=O)NCCCC3=C[NH+]=C[NH]3,0,0,0,0,0,1,0
CC1=CC2=C(NC(=O)C(CC3CCC3)C2)C(=O)N1CC(=O)NCC4=C(C)NC(=[NH2+])C=C4,0,0,0,0,0,1,0
CN(C(=O)C1=CC2=C(C=C1)N(CCC2)C(=O)CCC3=CC=C(C=C3)C(N)=[NH2+])C4=CC=CC=C4,0,0,0,0,0,1,0
NC1=CC=C(CC(N[S](=O)(=O)C2=C(NC(CO)CC3=CC=CC=C3)C=CN=C2)C(=O)N4CCC(CCF)CC4)C=C1,0,0,0,0,0,1,0
